x	y
0.1133604171075159	0.7528079678448215
0.10246094370892553	0.7913001877538437
0.07146635994089245	0.8006823653558091
0.11283574292784071	0.785409857291349
0.09913029139801106	0.8335538025589154
0.09527627019792409	0.8749622859978534
0.16325334021066493	0.8196645715131137
0.1401418078457482	0.8137784567639705
0.05536633535163544	0.8098688157096855
0.1130044519334884	0.8031603791524239
0.13661894532670102	0.8259463691729192
0.08631563777884936	0.8548217885676171
0.17892339910475222	0.7895842859658568
0.10259110892519696	0.8215354871156229
0.09514765384751508	0.8254972889092397
0.013819400333502527	0.769747775282828
0.1130081727043229	0.776473899426329
0.10133267016464681	0.7918678810740319
0.1310558149866822	0.8099001524796194
0.0877653758268288	0.8051993494188021
0.12241032743170091	0.7794460666031736
0.049541260029370565	0.9174011143617437
0.141561702578903	0.7872895275719214
0.05576679604800634	0.8274250243072502
0.08660419647891095	0.860339933289254
0.14158508550554685	0.8420033135810088
0.11164998086813098	0.8651586022035054
0.1302618090087751	0.7705062446544642
0.16376016037272084	0.7801207986139762
0.1332815171168535	0.7623976641001942
0.17149406297779785	0.7534140637135182
0.1162883222286388	0.8176244914603233
0.11984296612291435	0.7887751974730564
0.11060622507457636	0.8503777269828019
0.03815649379935104	0.8027220448987589
0.11874426430044484	0.8102576886045438
0.10160652824792507	0.7686130604017325
0.1260420227825399	0.7689166717442361
0.10747227628520624	0.7982640100938657
0.09450173355714242	0.7919423231013025
0.12215267974553372	0.8021855918550633
0.047183649175650114	0.8230277660377079
0.11811692334833059	0.7763723445848683
0.05600109159983733	0.8284170066325095
0.09102629705563403	0.7801992457253758
0.11580623532127995	0.8141607706908435
0.06698778855928386	0.7813255194671677
0.09001752348845739	0.8282091461286059
0.12367881718160745	0.8055192011698306
0.04377029335056405	0.796129086859695
0.13671513798054635	0.8152832012388559
0.15626801966476137	0.7932910188303606
0.1522134888643536	0.8911300244561583
0.18406780617261828	0.8529195214480463
0.11629741294854064	0.847541767778573
0.1954514347088413	0.8244922166963607
0.10826039080799785	0.7970933856795989
0.11933827064786555	0.7854863946940819
0.12992001542596096	0.8399125509886476
0.13669602533811845	0.8253244934924279
0.12160646865638858	0.8485332772065407
0.10055140846911872	0.8314861399653795
0.09165327598153841	0.8191734021665369
0.09816766299127462	0.7548624138130346
0.09069549279566616	0.7516450874553664
0.1041743858581011	0.8196556143667142
0.14646483802895846	0.8449379876692622
0.12066378463221968	0.7730148479702081
0.12672646565150625	0.8285740185537539
0.025446524844300072	0.8249484296332142
0.07263762428140802	0.8218376749214958
0.1343074571584549	0.7912049789780762
0.11137018694935054	0.8019879727349992
0.10914899441751706	0.8009114636293881
0.15238622627146284	0.8520132886925506
0.06619112277837097	0.8092344138636157
0.14127088436195545	0.7867128762904142
0.0491543302785203	0.8612212057906748
0.10987072431086331	0.8441636934121062
0.05844319682537002	0.7683216832575368
0.15388603427574518	0.8332013916615122
0.10434415249839907	0.7886511202785216
0.09490150369686687	0.8107899539866612
0.07573364591974951	0.8010541175107069
0.13833089841906304	0.7959248326952655
0.11428683684579326	0.7670531486474708
0.08415811831111483	0.760127354952502
0.14889261464936837	0.8761675724861879
0.13963153860508973	0.7966781748863394
0.07390328765929108	0.8348381431583024
0.16316430278015248	0.8308735189816455
0.08444259185562616	0.820797457835497
0.10145833282000438	0.7487177283005085
0.07616345680677195	0.817941582002712
0.07316323672004901	0.8351630670130992
0.05936709831200289	0.8805556144777322
0.12187908716828616	0.786461070514708
0.15182723267442058	0.878629308726457
0.0818344144696137	0.7327117336858627
0.09114953938453367	0.8422797514810828
0.07743553518135762	0.775180345565766
0.1049816327673148	0.8009961921642625
0.12469861940010822	0.8086178014078644
0.04455250895250734	0.7437235579395071
0.1441158294413189	0.7799223663697492
0.1421794295324269	0.8330562307480863
0.10876654442362353	0.8156831483052918
0.12753952993712545	0.7604215048589373
0.1716041185196499	0.8013297181018327
0.1120106637994587	0.8171587793013647
0.14660925276854364	0.8388422008811334
0.13824386104133082	0.853692092522385
0.1317716272392667	0.8290319050913103
0.12135618730236644	0.8221804407306457
0.1401313796185661	0.8206852219790857
0.18598591736123837	0.7967137540072695
0.11348341688004769	0.7766035126969754
0.08710010559692262	0.7886376584173987
0.12561348139708398	0.8175591252234519
